STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/10/2017,0,"T,,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/11/2017,3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/12/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/13/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/14/2017,1.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/15/2017,1.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/16/2017,32.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/17/2017,2.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/18/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/19/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/20/2017,1.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/21/2017,14,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/22/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/23/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/24/2017,0.3,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/25/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/26/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/27/2017,31.2,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/28/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/29/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,11/30/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/1/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/2/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/3/2017,2.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/4/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/5/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/6/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/7/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/8/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/9/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/10/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/11/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/12/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/13/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/14/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/15/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/16/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/17/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/18/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/19/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/20/2017,4.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/21/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/22/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/23/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/24/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/25/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/26/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/27/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/28/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/29/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/30/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,12/31/2017,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/1/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/2/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/3/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/4/2018,9.7,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/5/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/6/2018,18,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/7/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/8/2018,4.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/9/2018,60.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/10/2018,7.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/11/2018,0.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/12/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/13/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/14/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/15/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/16/2018,7.9,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/17/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/18/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/19/2018,9.9,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/20/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/21/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/22/2018,14.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/23/2018,3.6,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/25/2018,15.7,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/26/2018,5.6,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/27/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/28/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/29/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/30/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,1/31/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/1/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/2/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/3/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/4/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/5/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/6/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/7/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/8/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/9/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/10/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/11/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/12/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/13/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/14/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/15/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/16/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/17/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/18/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/19/2018,1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/20/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/21/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/22/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/23/2018,0.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/24/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/25/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/26/2018,3.6,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/27/2018,6.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,2/28/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/1/2018,38.4,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/2/2018,20.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/3/2018,4.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/4/2018,7.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/5/2018,2,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/6/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/7/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/8/2018,15.2,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/9/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/10/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/11/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/12/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/13/2018,35.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/14/2018,45,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/15/2018,19.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/16/2018,9.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/17/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/18/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/19/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/20/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/21/2018,32,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/22/2018,40.6,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/23/2018,6.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/24/2018,2.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/25/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/26/2018,1.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/27/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/28/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/29/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/30/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,3/31/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/1/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/2/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/3/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/4/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/5/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/6/2018,18.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/7/2018,81.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/8/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/9/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/10/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/11/2018,0.8,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/12/2018,7.6,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/13/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/14/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/15/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/16/2018,7.4,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/17/2018,6.4,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/18/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/19/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/20/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/21/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/22/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/23/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/24/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/25/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/26/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/27/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/28/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/29/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,4/30/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/1/2018,0.5,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/2/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/3/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/4/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/5/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/6/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/7/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/8/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/9/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/10/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/11/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/12/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/13/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/14/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/15/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/16/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/17/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/18/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/19/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/20/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/21/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/22/2018,0.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/23/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/24/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/25/2018,5.1,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/26/2018,3.3,",,N",,
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/27/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/28/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/29/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/30/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,5/31/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/1/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/2/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/3/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/4/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/5/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/6/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/7/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/10/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/11/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/12/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/13/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/14/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/15/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/16/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/17/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/18/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/19/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/20/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/21/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/22/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/23/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/24/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/25/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/29/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,6/30/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,7/2/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,7/3/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,7/4/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,7/5/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,7/6/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,7/8/2018,0,",,N",0,",,N"
US1CABT0005,"OROVILLE 4.8 E, CA US",39.4932,-121.477,203.6,7/9/2018,0,",,N",0,",,N"
